Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True
-0.31645569620253167,-0.3637342358463982,-1.0,0.4678229653107375,-0.27905773174939197,-1.0,0.3274672118880446,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.1392405063291139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.7215189873417722,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,0.17982529536012182,-0.5734676419580506,0.237154996301024,-1.0,-1.0,0.2282101809102719,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.44303797468354433,-1.0,0.42376379033251177,-1.0,0.18066773416892556,0.6121286901681899,0.6187011927433981,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.08860759493670889,-0.4484711928323267,0.025592635217374093,-0.7054701223403039,-1.0,0.8990154534237986,0.7989539619492416,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.36708860759493667,0.5622490978316184,-1.0,-0.47206071662399995,-1.0,-1.0,0.4262887998678837,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6708860759493671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5443037974683544,0.41040335172717635,-0.24450722700311545,-1.0,-0.5848265349639614,-1.0,0.2985001993479246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3417721518987342,-1.0,-0.03524373085873089,0.5718042081246548,-0.7232176899759744,0.3365386075374379,0.4942318413816289,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6962025316455696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.26582278481012667,-1.0,0.6709672255182695,-1.0,0.30910166746036993,0.7663432813167312,0.7992882327580957,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.21518987341772156,-1.0,0.6386702794994201,-0.5331811885673919,0.2827651470801511,-1.0,0.6333513482954478,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7468354430379747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.44303797468354433,-1.0,0.26321384519661883,0.020654610061942247,-1.0,-0.1848848969149266,0.28524234476922583,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9493670886075949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.11392405063291133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5189873417721519,-1.0,-1.0,0.36604789312077113,-1.0,0.0005536275467898921,0.2650813047454863,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3417721518987342,-1.0,-1.0,0.44593290376255457,-1.0,-1.0,0.29744751488910315,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.08860759493670889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.03797468354430378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.26582278481012656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,-1.0,0.6260385160273063,-1.0,-1.0,-0.27200682563365874,0.5984411319896177,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.4177215189873418,-1.0,0.1541443227503636,0.05439801444025161,-1.0,0.1226277886472169,0.2707504172839674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.1392405063291139,-1.0,-1.0,0.3972261822083347,-1.0,-1.0,0.25374257209786033,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.16455696202531644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.4177215189873418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5189873417721519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.4683544303797469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.36708860759493667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.03797468354430378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.06329113924050622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.03797468354430378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.44303797468354433,-1.0,-0.7308880444503403,0.3147486754725213,-1.0,0.09548669498691931,0.25374257209786033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4177215189873418,0.20874456491694504,0.23353091228310774,0.011763840168196094,-1.0,-1.0,0.3197374772423094,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.012658227848101333,0.5333248046080024,-1.0,0.2390324023048458,-1.0,0.3275525238325594,0.49898510784718453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.49367088607594933,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.36708860759493667,0.30737074930098474,-1.0,0.04989342739107472,-1.0,-0.1216487427128865,0.25872178674943225,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9493670886075949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.49367088607594933,-0.7704042582518641,-1.0,-0.558205183510456,-0.7806552088744709,0.2714011992622192,0.20602138102752,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.012658227848101333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5949367088607596,-0.19536900909227262,-1.0,0.614343740868581,-1.0,0.3143180883982215,0.5075200068236077,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6962025316455696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.06329113924050633,-1.0,0.7045250987233713,-1.0,0.32569259682668106,-1.0,0.6951099540020993,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.4683544303797469,0.5501782494472833,-1.0,-1.0,-1.0,-1.0,0.414092505838477,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.06329113924050633,0.1892114381070229,0.4292605685418638,-0.363531523479411,0.24707414795375482,-1.0,0.4841958047008723,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.44303797468354433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.03797468354430378,0.059335338010751304,0.2947045907670338,0.6879493962062557,-1.0,-0.09963319400218829,0.5739956802462274,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5443037974683544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6708860759493671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.4683544303797469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.49367088607594933,0.39224137245738344,-1.0,-0.25079509588414395,-1.0,-1.0,0.27790028040328596,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
